Namespace(batch_size=1, camera='realsense', checkpoint_path='logs/log_rs_2_MsEF_MsBL_20000_512_0.003/minkuresunet_epoch18.tar', collision_thresh=0.01, dataset_root='/home/guihaiyuan/data/Benchmark/graspnet', log_dir='logs/inference_rs_2_MsEF_MsBL_20000_512_0.003_obs_CD1', num_point=20000, num_workers=30, seed_feat_dim=512, seg_checkpoint_path='logs/log_insseg/checkpoint.tar', voxel_size=0.003, voxel_size_cd=0.01)
Namespace(batch_size=1, camera='realsense', checkpoint_path='logs/log_rs_2_MsEF_MsBL_20000_512_0.003/minkuresunet_epoch18.tar', collision_thresh=0.01, dataset_root='/home/guihaiyuan/data/Benchmark/graspnet', log_dir='logs/inference_rs_2_MsEF_MsBL_20000_512_0.003_obs_CD1', num_point=20000, num_workers=2, seed_feat_dim=512, seg_checkpoint_path='logs/log_insseg/checkpoint.tar', voxel_size=0.003, voxel_size_cd=0.01)
Inferrence batch: 0, total_time: 0.034137s, time: 0.034137s
Inferrence batch: 123, total_time: 3.193551s, time: 0.025205s
Inferrence batch: 124, total_time: 3.219316s, time: 0.025765s
Inferrence batch: 125, total_time: 3.244998s, time: 0.025682s
Inferrence batch: 126, total_time: 3.270397s, time: 0.025399s
Inferrence batch: 127, total_time: 3.296301s, time: 0.025904s
Inferrence batch: 128, total_time: 3.322171s, time: 0.025870s
Inferrence batch: 129, total_time: 3.347901s, time: 0.025730s
Inferrence batch: 130, total_time: 3.373660s, time: 0.025759s
Inferrence batch: 131, total_time: 3.399397s, time: 0.025737s
Inferrence batch: 132, total_time: 3.425087s, time: 0.025690s
Inferrence batch: 133, total_time: 3.450807s, time: 0.025720s
Inferrence batch: 134, total_time: 3.476455s, time: 0.025648s
Inferrence batch: 135, total_time: 3.502075s, time: 0.025619s
Inferrence batch: 136, total_time: 3.527644s, time: 0.025569s
Inferrence batch: 137, total_time: 3.553186s, time: 0.025542s
Inferrence batch: 138, total_time: 3.578810s, time: 0.025624s
Inferrence batch: 139, total_time: 3.604503s, time: 0.025692s
Inferrence batch: 140, total_time: 3.630405s, time: 0.025902s
Inferrence batch: 141, total_time: 3.656034s, time: 0.025629s
Inferrence batch: 142, total_time: 3.681759s, time: 0.025725s
Inferrence batch: 143, total_time: 3.707557s, time: 0.025798s
Inferrence batch: 144, total_time: 3.733023s, time: 0.025466s
Inferrence batch: 145, total_time: 3.758419s, time: 0.025396s
Inferrence batch: 146, total_time: 3.783867s, time: 0.025448s
Inferrence batch: 147, total_time: 3.809257s, time: 0.025390s
Inferrence batch: 148, total_time: 3.834731s, time: 0.025474s
Inferrence batch: 149, total_time: 3.860322s, time: 0.025592s
Inferrence batch: 150, total_time: 3.885422s, time: 0.025099s
Inferrence batch: 151, total_time: 3.910782s, time: 0.025361s
Inferrence batch: 152, total_time: 3.936078s, time: 0.025295s
Inferrence batch: 153, total_time: 3.961361s, time: 0.025284s
Inferrence batch: 154, total_time: 3.986957s, time: 0.025595s
Inferrence batch: 155, total_time: 4.012788s, time: 0.025831s
Inferrence batch: 156, total_time: 4.038449s, time: 0.025661s
Inferrence batch: 157, total_time: 4.064221s, time: 0.025773s
Inferrence batch: 158, total_time: 4.089849s, time: 0.025628s
Inferrence batch: 159, total_time: 4.115690s, time: 0.025841s
Inferrence batch: 160, total_time: 4.141493s, time: 0.025803s
Inferrence batch: 161, total_time: 4.167017s, time: 0.025524s
Inferrence batch: 162, total_time: 4.192526s, time: 0.025509s
Inferrence batch: 163, total_time: 4.218149s, time: 0.025623s
Inferrence batch: 164, total_time: 4.243741s, time: 0.025592s
Inferrence batch: 165, total_time: 4.269270s, time: 0.025529s
Inferrence batch: 166, total_time: 4.294770s, time: 0.025500s
Inferrence batch: 167, total_time: 4.320328s, time: 0.025557s
Inferrence batch: 168, total_time: 4.346031s, time: 0.025704s
Inferrence batch: 169, total_time: 4.371696s, time: 0.025665s
Inferrence batch: 170, total_time: 4.397486s, time: 0.025790s
Inferrence batch: 171, total_time: 4.423100s, time: 0.025614s
Inferrence batch: 172, total_time: 4.448678s, time: 0.025578s
Inferrence batch: 173, total_time: 4.474271s, time: 0.025592s
Inferrence batch: 174, total_time: 4.499734s, time: 0.025463s
Inferrence batch: 175, total_time: 4.525272s, time: 0.025538s
Inferrence batch: 176, total_time: 4.550601s, time: 0.025329s
Inferrence batch: 177, total_time: 4.576147s, time: 0.025546s
Inferrence batch: 178, total_time: 4.601651s, time: 0.025505s
Inferrence batch: 179, total_time: 4.627077s, time: 0.025426s
Inferrence batch: 180, total_time: 4.652038s, time: 0.024961s
Inferrence batch: 181, total_time: 4.677481s, time: 0.025444s
Inferrence batch: 182, total_time: 4.702935s, time: 0.025454s
Inferrence batch: 183, total_time: 4.728402s, time: 0.025466s
Inferrence batch: 184, total_time: 4.756263s, time: 0.027862s
Inferrence batch: 185, total_time: 4.781795s, time: 0.025531s
Inferrence batch: 186, total_time: 4.807285s, time: 0.025490s
Inferrence batch: 187, total_time: 4.832843s, time: 0.025558s
Inferrence batch: 188, total_time: 4.860797s, time: 0.027954s
Inferrence batch: 189, total_time: 4.891768s, time: 0.030972s
Inferrence batch: 190, total_time: 4.917436s, time: 0.025667s
Inferrence batch: 191, total_time: 4.943160s, time: 0.025724s
Inferrence batch: 192, total_time: 4.968838s, time: 0.025678s
Inferrence batch: 193, total_time: 4.994723s, time: 0.025885s
Inferrence batch: 194, total_time: 5.020430s, time: 0.025707s
Inferrence batch: 195, total_time: 5.046197s, time: 0.025768s
Inferrence batch: 196, total_time: 5.071653s, time: 0.025456s
Inferrence batch: 197, total_time: 5.099994s, time: 0.028341s
Inferrence batch: 198, total_time: 5.125314s, time: 0.025320s
Inferrence batch: 199, total_time: 5.150933s, time: 0.025619s
Inferrence batch: 200, total_time: 5.176805s, time: 0.025872s
Inferrence batch: 201, total_time: 5.202439s, time: 0.025634s
Inferrence batch: 202, total_time: 5.228380s, time: 0.025941s
Inferrence batch: 203, total_time: 5.253899s, time: 0.025519s
Inferrence batch: 204, total_time: 5.279330s, time: 0.025432s
Inferrence batch: 205, total_time: 5.304818s, time: 0.025488s
Inferrence batch: 206, total_time: 5.330249s, time: 0.025431s
Inferrence batch: 207, total_time: 5.356502s, time: 0.026253s
Inferrence batch: 208, total_time: 5.382042s, time: 0.025540s
Inferrence batch: 209, total_time: 5.407521s, time: 0.025479s
Inferrence batch: 210, total_time: 5.432918s, time: 0.025397s
Inferrence batch: 211, total_time: 5.458342s, time: 0.025424s
Inferrence batch: 212, total_time: 5.483702s, time: 0.025361s
Inferrence batch: 213, total_time: 5.509202s, time: 0.025500s
Inferrence batch: 214, total_time: 5.534595s, time: 0.025392s
Inferrence batch: 215, total_time: 5.559977s, time: 0.025383s
Inferrence batch: 216, total_time: 5.585457s, time: 0.025479s
Inferrence batch: 217, total_time: 5.610824s, time: 0.025367s
Inferrence batch: 218, total_time: 5.636243s, time: 0.025419s
Inferrence batch: 219, total_time: 5.661738s, time: 0.025495s
Inferrence batch: 220, total_time: 5.687053s, time: 0.025315s
Inferrence batch: 221, total_time: 5.712424s, time: 0.025371s
Inferrence batch: 222, total_time: 5.737607s, time: 0.025183s
Inferrence batch: 223, total_time: 5.763052s, time: 0.025445s
Inferrence batch: 224, total_time: 5.789086s, time: 0.026034s
Inferrence batch: 225, total_time: 5.814603s, time: 0.025518s
Inferrence batch: 226, total_time: 5.840154s, time: 0.025551s
Inferrence batch: 227, total_time: 5.865483s, time: 0.025328s
Inferrence batch: 228, total_time: 5.890808s, time: 0.025325s
Inferrence batch: 229, total_time: 5.916402s, time: 0.025594s
Inferrence batch: 230, total_time: 5.941755s, time: 0.025352s
Inferrence batch: 231, total_time: 5.970593s, time: 0.028839s
Inferrence batch: 232, total_time: 5.996239s, time: 0.025645s
Inferrence batch: 233, total_time: 6.021692s, time: 0.025453s
Inferrence batch: 234, total_time: 6.047167s, time: 0.025475s
Inferrence batch: 235, total_time: 6.072525s, time: 0.025358s
Inferrence batch: 236, total_time: 6.097847s, time: 0.025323s
Inferrence batch: 237, total_time: 6.123209s, time: 0.025362s
Inferrence batch: 238, total_time: 6.148603s, time: 0.025394s
Inferrence batch: 239, total_time: 6.174014s, time: 0.025411s
Inferrence batch: 240, total_time: 6.199656s, time: 0.025642s
Inferrence batch: 241, total_time: 6.224669s, time: 0.025012s
Inferrence batch: 242, total_time: 6.249871s, time: 0.025202s
Inferrence batch: 243, total_time: 6.279609s, time: 0.029738s
Inferrence batch: 244, total_time: 6.304840s, time: 0.025231s
Inferrence batch: 245, total_time: 6.330263s, time: 0.025423s
Inferrence batch: 246, total_time: 6.364849s, time: 0.034586s
Inferrence batch: 247, total_time: 6.390225s, time: 0.025376s
Inferrence batch: 248, total_time: 6.415571s, time: 0.025346s
Inferrence batch: 249, total_time: 6.440926s, time: 0.025355s
Inferrence batch: 250, total_time: 6.467651s, time: 0.026725s
Inferrence batch: 251, total_time: 6.492868s, time: 0.025217s
Inferrence batch: 252, total_time: 6.518042s, time: 0.025175s
Inferrence batch: 253, total_time: 6.543256s, time: 0.025213s
Inferrence batch: 254, total_time: 6.568540s, time: 0.025284s
Inferrence batch: 255, total_time: 6.593473s, time: 0.024933s
Inferrence batch: 256, total_time: 6.619011s, time: 0.025538s
Inferrence batch: 257, total_time: 6.644311s, time: 0.025300s
Inferrence batch: 258, total_time: 6.669527s, time: 0.025216s
Inferrence batch: 259, total_time: 6.695001s, time: 0.025474s
Inferrence batch: 260, total_time: 6.720397s, time: 0.025395s
Inferrence batch: 261, total_time: 6.745816s, time: 0.025419s
Inferrence batch: 262, total_time: 6.771313s, time: 0.025497s
Inferrence batch: 263, total_time: 6.800900s, time: 0.029587s
Inferrence batch: 264, total_time: 6.830463s, time: 0.029563s
Inferrence batch: 265, total_time: 6.866216s, time: 0.035753s
Inferrence batch: 266, total_time: 6.901983s, time: 0.035767s
Inferrence batch: 267, total_time: 6.927490s, time: 0.025506s
Inferrence batch: 268, total_time: 6.953016s, time: 0.025526s
Inferrence batch: 269, total_time: 6.978571s, time: 0.025556s
Inferrence batch: 270, total_time: 7.003996s, time: 0.025424s
Inferrence batch: 271, total_time: 7.029415s, time: 0.025419s
Inferrence batch: 272, total_time: 7.054780s, time: 0.025365s
Inferrence batch: 273, total_time: 7.080904s, time: 0.026124s
Inferrence batch: 274, total_time: 7.106420s, time: 0.025517s
Inferrence batch: 275, total_time: 7.131926s, time: 0.025505s
Inferrence batch: 276, total_time: 7.157544s, time: 0.025618s
Inferrence batch: 277, total_time: 7.183496s, time: 0.025952s
Inferrence batch: 278, total_time: 7.218457s, time: 0.034961s
Inferrence batch: 279, total_time: 7.244050s, time: 0.025593s
Inferrence batch: 280, total_time: 7.269559s, time: 0.025509s
Inferrence batch: 281, total_time: 7.303546s, time: 0.033987s
Inferrence batch: 282, total_time: 7.328703s, time: 0.025156s
Inferrence batch: 283, total_time: 7.353876s, time: 0.025173s
Inferrence batch: 284, total_time: 7.378821s, time: 0.024945s
Inferrence batch: 285, total_time: 7.403797s, time: 0.024976s
Inferrence batch: 286, total_time: 7.428867s, time: 0.025070s
Inferrence batch: 287, total_time: 7.453933s, time: 0.025066s
Inferrence batch: 288, total_time: 7.478859s, time: 0.024926s
Inferrence batch: 289, total_time: 7.503953s, time: 0.025095s
Inferrence batch: 290, total_time: 7.529167s, time: 0.025214s
Inferrence batch: 291, total_time: 7.554533s, time: 0.025366s
Inferrence batch: 292, total_time: 7.579865s, time: 0.025332s
Inferrence batch: 293, total_time: 7.605100s, time: 0.025235s
Inferrence batch: 294, total_time: 7.630467s, time: 0.025367s
Inferrence batch: 295, total_time: 7.655799s, time: 0.025332s
Inferrence batch: 296, total_time: 7.681136s, time: 0.025337s
Inferrence batch: 297, total_time: 7.706756s, time: 0.025620s
Inferrence batch: 298, total_time: 7.732002s, time: 0.025246s
Inferrence batch: 299, total_time: 7.762151s, time: 0.030149s
Inferrence batch: 300, total_time: 7.787381s, time: 0.025231s
Inferrence batch: 301, total_time: 7.812674s, time: 0.025292s
Inferrence batch: 302, total_time: 7.837938s, time: 0.025264s
Inferrence batch: 303, total_time: 7.863304s, time: 0.025366s
Inferrence batch: 304, total_time: 7.888686s, time: 0.025382s
Inferrence batch: 305, total_time: 7.914014s, time: 0.025327s
Inferrence batch: 306, total_time: 7.939406s, time: 0.025393s
Inferrence batch: 307, total_time: 7.964895s, time: 0.025489s
Inferrence batch: 308, total_time: 7.990370s, time: 0.025474s
Inferrence batch: 309, total_time: 8.015810s, time: 0.025441s
Inferrence batch: 310, total_time: 8.041134s, time: 0.025324s
Inferrence batch: 311, total_time: 8.066547s, time: 0.025413s
Inferrence batch: 312, total_time: 8.091938s, time: 0.025392s
Inferrence batch: 313, total_time: 8.117426s, time: 0.025488s
Inferrence batch: 314, total_time: 8.142905s, time: 0.025479s
Inferrence batch: 315, total_time: 8.168384s, time: 0.025479s
Inferrence batch: 316, total_time: 8.193405s, time: 0.025021s
Inferrence batch: 317, total_time: 8.218509s, time: 0.025104s
Inferrence batch: 318, total_time: 8.243918s, time: 0.025409s
Inferrence batch: 319, total_time: 8.269355s, time: 0.025437s
Inferrence batch: 320, total_time: 8.294745s, time: 0.025390s
Inferrence batch: 321, total_time: 8.320333s, time: 0.025588s
Inferrence batch: 322, total_time: 8.345829s, time: 0.025497s
Inferrence batch: 323, total_time: 8.371389s, time: 0.025560s
Inferrence batch: 324, total_time: 8.396896s, time: 0.025507s
Inferrence batch: 325, total_time: 8.422596s, time: 0.025700s
Inferrence batch: 326, total_time: 8.448106s, time: 0.025511s
Inferrence batch: 327, total_time: 8.473686s, time: 0.025580s
Inferrence batch: 328, total_time: 8.499424s, time: 0.025738s
Inferrence batch: 329, total_time: 8.524931s, time: 0.025506s
Inferrence batch: 330, total_time: 8.550608s, time: 0.025677s
Inferrence batch: 331, total_time: 8.576214s, time: 0.025605s
Inferrence batch: 332, total_time: 8.601651s, time: 0.025438s
Inferrence batch: 333, total_time: 8.627067s, time: 0.025416s
Inferrence batch: 334, total_time: 8.652601s, time: 0.025533s
Inferrence batch: 335, total_time: 8.680647s, time: 0.028046s
Inferrence batch: 336, total_time: 8.706048s, time: 0.025401s
Inferrence batch: 337, total_time: 8.731411s, time: 0.025364s
Inferrence batch: 338, total_time: 8.756790s, time: 0.025379s
Inferrence batch: 339, total_time: 8.782223s, time: 0.025433s
Inferrence batch: 340, total_time: 8.807471s, time: 0.025247s
Inferrence batch: 341, total_time: 8.832941s, time: 0.025470s
Inferrence batch: 342, total_time: 8.858181s, time: 0.025239s
Inferrence batch: 343, total_time: 8.883548s, time: 0.025367s
Inferrence batch: 344, total_time: 8.909049s, time: 0.025501s
Inferrence batch: 345, total_time: 8.934384s, time: 0.025335s
Inferrence batch: 346, total_time: 8.959534s, time: 0.025150s
Inferrence batch: 347, total_time: 8.985031s, time: 0.025497s
Inferrence batch: 348, total_time: 9.010400s, time: 0.025369s
Inferrence batch: 349, total_time: 9.035712s, time: 0.025312s
Inferrence batch: 350, total_time: 9.061079s, time: 0.025367s
Inferrence batch: 351, total_time: 9.086503s, time: 0.025424s
Inferrence batch: 352, total_time: 9.111639s, time: 0.025136s
Inferrence batch: 353, total_time: 9.136773s, time: 0.025134s
Inferrence batch: 354, total_time: 9.162293s, time: 0.025521s
Inferrence batch: 355, total_time: 9.187823s, time: 0.025530s
Inferrence batch: 356, total_time: 9.213188s, time: 0.025365s
Inferrence batch: 357, total_time: 9.238518s, time: 0.025331s
Inferrence batch: 358, total_time: 9.263686s, time: 0.025168s
Inferrence batch: 359, total_time: 9.288882s, time: 0.025196s
Inferrence batch: 360, total_time: 9.314329s, time: 0.025446s
Inferrence batch: 361, total_time: 9.339813s, time: 0.025484s
Inferrence batch: 362, total_time: 9.365001s, time: 0.025188s
Inferrence batch: 363, total_time: 9.390405s, time: 0.025404s
Inferrence batch: 364, total_time: 9.415642s, time: 0.025236s
Inferrence batch: 365, total_time: 9.444903s, time: 0.029262s
Inferrence batch: 366, total_time: 9.472149s, time: 0.027245s
Inferrence batch: 367, total_time: 9.499571s, time: 0.027422s
Inferrence batch: 368, total_time: 9.528872s, time: 0.029301s
Inferrence batch: 369, total_time: 9.554332s, time: 0.025461s
Inferrence batch: 370, total_time: 9.579612s, time: 0.025280s
Inferrence batch: 371, total_time: 9.604902s, time: 0.025290s
Inferrence batch: 372, total_time: 9.652459s, time: 0.047557s
Inferrence batch: 373, total_time: 9.677540s, time: 0.025080s
Inferrence batch: 374, total_time: 9.702622s, time: 0.025083s
Inferrence batch: 375, total_time: 9.727954s, time: 0.025332s
Inferrence batch: 376, total_time: 9.753075s, time: 0.025121s
Inferrence batch: 377, total_time: 9.778239s, time: 0.025164s
Inferrence batch: 378, total_time: 9.803198s, time: 0.024958s
Inferrence batch: 379, total_time: 9.828309s, time: 0.025111s
Inferrence batch: 380, total_time: 9.853289s, time: 0.024981s
Inferrence batch: 381, total_time: 9.878601s, time: 0.025312s
Inferrence batch: 382, total_time: 9.903896s, time: 0.025295s
Inferrence batch: 383, total_time: 9.929335s, time: 0.025440s
Inferrence batch: 384, total_time: 9.954818s, time: 0.025483s
Inferrence batch: 385, total_time: 9.980096s, time: 0.025278s
Inferrence batch: 386, total_time: 10.005533s, time: 0.025437s
Inferrence batch: 387, total_time: 10.030977s, time: 0.025444s
Inferrence batch: 388, total_time: 10.056415s, time: 0.025438s
Inferrence batch: 389, total_time: 10.081954s, time: 0.025539s
Inferrence batch: 390, total_time: 10.107498s, time: 0.025543s
Inferrence batch: 391, total_time: 10.132762s, time: 0.025265s
Inferrence batch: 392, total_time: 10.158139s, time: 0.025376s
Inferrence batch: 393, total_time: 10.183742s, time: 0.025604s
Inferrence batch: 394, total_time: 10.208984s, time: 0.025242s
Inferrence batch: 395, total_time: 10.234326s, time: 0.025342s
Inferrence batch: 396, total_time: 10.259642s, time: 0.025316s
Inferrence batch: 397, total_time: 10.284971s, time: 0.025329s
Inferrence batch: 398, total_time: 10.310236s, time: 0.025265s
Inferrence batch: 399, total_time: 10.335568s, time: 0.025332s
Inferrence batch: 400, total_time: 10.360923s, time: 0.025355s
Inferrence batch: 401, total_time: 10.386246s, time: 0.025323s
Inferrence batch: 402, total_time: 10.411542s, time: 0.025295s
Inferrence batch: 403, total_time: 10.437042s, time: 0.025501s
Inferrence batch: 404, total_time: 10.462027s, time: 0.024984s
Inferrence batch: 405, total_time: 10.487433s, time: 0.025407s
Inferrence batch: 406, total_time: 10.515489s, time: 0.028056s
Inferrence batch: 407, total_time: 10.540935s, time: 0.025446s
Inferrence batch: 408, total_time: 10.565974s, time: 0.025038s
Inferrence batch: 409, total_time: 10.591418s, time: 0.025445s
Inferrence batch: 410, total_time: 10.616749s, time: 0.025331s
Inferrence batch: 411, total_time: 10.642133s, time: 0.025384s
Inferrence batch: 412, total_time: 10.667507s, time: 0.025374s
Inferrence batch: 413, total_time: 10.692911s, time: 0.025403s
Inferrence batch: 414, total_time: 10.718264s, time: 0.025353s
Inferrence batch: 415, total_time: 10.743620s, time: 0.025356s
Inferrence batch: 416, total_time: 10.769037s, time: 0.025417s
Inferrence batch: 417, total_time: 10.794439s, time: 0.025402s
Inferrence batch: 418, total_time: 10.819823s, time: 0.025384s
Inferrence batch: 419, total_time: 10.845087s, time: 0.025264s
