Inferrence batch: 0, total_time: 0.030114s, time: 0.030114s
Inferrence batch: 119, total_time: 3.090726s, time: 0.025343s
Inferrence batch: 120, total_time: 3.116004s, time: 0.025278s
Inferrence batch: 121, total_time: 3.141079s, time: 0.025075s
Inferrence batch: 122, total_time: 3.166435s, time: 0.025356s
Inferrence batch: 123, total_time: 3.191814s, time: 0.025379s
Inferrence batch: 124, total_time: 3.217145s, time: 0.025331s
Inferrence batch: 125, total_time: 3.242590s, time: 0.025445s
Inferrence batch: 126, total_time: 3.267965s, time: 0.025375s
Inferrence batch: 127, total_time: 3.293408s, time: 0.025443s
Inferrence batch: 128, total_time: 3.318802s, time: 0.025393s
Inferrence batch: 129, total_time: 3.344438s, time: 0.025636s
Inferrence batch: 130, total_time: 3.369953s, time: 0.025515s
Inferrence batch: 131, total_time: 3.395477s, time: 0.025524s
Inferrence batch: 132, total_time: 3.420999s, time: 0.025523s
Inferrence batch: 133, total_time: 3.446807s, time: 0.025808s
Inferrence batch: 134, total_time: 3.472353s, time: 0.025546s
Inferrence batch: 135, total_time: 3.498558s, time: 0.026205s
Inferrence batch: 136, total_time: 3.524143s, time: 0.025585s
Inferrence batch: 137, total_time: 3.549828s, time: 0.025686s
Inferrence batch: 138, total_time: 3.575494s, time: 0.025666s
Inferrence batch: 139, total_time: 3.601177s, time: 0.025683s
Inferrence batch: 140, total_time: 3.626858s, time: 0.025681s
Inferrence batch: 141, total_time: 3.653054s, time: 0.026197s
Inferrence batch: 142, total_time: 3.678554s, time: 0.025499s
Inferrence batch: 143, total_time: 3.704019s, time: 0.025465s
Inferrence batch: 144, total_time: 3.730392s, time: 0.026373s
Inferrence batch: 145, total_time: 3.755784s, time: 0.025391s
Inferrence batch: 146, total_time: 3.781154s, time: 0.025371s
Inferrence batch: 147, total_time: 3.806460s, time: 0.025306s
Inferrence batch: 148, total_time: 3.831795s, time: 0.025335s
Inferrence batch: 149, total_time: 3.857164s, time: 0.025369s
Inferrence batch: 150, total_time: 3.882854s, time: 0.025690s
Inferrence batch: 151, total_time: 3.908497s, time: 0.025643s
Inferrence batch: 152, total_time: 3.934208s, time: 0.025711s
Inferrence batch: 153, total_time: 3.960273s, time: 0.026065s
Inferrence batch: 154, total_time: 3.985627s, time: 0.025354s
Inferrence batch: 155, total_time: 4.011804s, time: 0.026177s
Inferrence batch: 156, total_time: 4.037884s, time: 0.026080s
Inferrence batch: 157, total_time: 4.063582s, time: 0.025698s
Inferrence batch: 158, total_time: 4.089291s, time: 0.025709s
Inferrence batch: 159, total_time: 4.115368s, time: 0.026077s
Inferrence batch: 160, total_time: 4.141498s, time: 0.026130s
Inferrence batch: 161, total_time: 4.167137s, time: 0.025639s
Inferrence batch: 162, total_time: 4.192949s, time: 0.025812s
Inferrence batch: 163, total_time: 4.218598s, time: 0.025649s
Inferrence batch: 164, total_time: 4.244677s, time: 0.026079s
Inferrence batch: 165, total_time: 4.270705s, time: 0.026028s
Inferrence batch: 166, total_time: 4.296690s, time: 0.025985s
Inferrence batch: 167, total_time: 4.322707s, time: 0.026018s
Inferrence batch: 168, total_time: 4.348431s, time: 0.025724s
Inferrence batch: 169, total_time: 4.375028s, time: 0.026597s
Inferrence batch: 170, total_time: 4.400757s, time: 0.025729s
Inferrence batch: 171, total_time: 4.426638s, time: 0.025881s
Inferrence batch: 172, total_time: 4.452808s, time: 0.026170s
Inferrence batch: 173, total_time: 4.478938s, time: 0.026129s
Inferrence batch: 174, total_time: 4.504642s, time: 0.025704s
Inferrence batch: 175, total_time: 4.530329s, time: 0.025687s
Inferrence batch: 176, total_time: 4.555867s, time: 0.025538s
Inferrence batch: 177, total_time: 4.581624s, time: 0.025757s
Inferrence batch: 178, total_time: 4.607334s, time: 0.025710s
Inferrence batch: 179, total_time: 4.632698s, time: 0.025364s
Inferrence batch: 180, total_time: 4.657989s, time: 0.025291s
Inferrence batch: 181, total_time: 4.683588s, time: 0.025599s
Inferrence batch: 182, total_time: 4.709146s, time: 0.025558s
Inferrence batch: 183, total_time: 4.734775s, time: 0.025629s
Inferrence batch: 184, total_time: 4.760391s, time: 0.025616s
Inferrence batch: 185, total_time: 4.789992s, time: 0.029601s
Inferrence batch: 186, total_time: 4.819849s, time: 0.029856s
Inferrence batch: 187, total_time: 4.846806s, time: 0.026957s
Inferrence batch: 188, total_time: 4.872426s, time: 0.025620s
Inferrence batch: 189, total_time: 4.898205s, time: 0.025779s
Inferrence batch: 190, total_time: 4.927175s, time: 0.028970s
Inferrence batch: 191, total_time: 4.956926s, time: 0.029751s
Inferrence batch: 192, total_time: 4.986689s, time: 0.029763s
Inferrence batch: 193, total_time: 5.016416s, time: 0.029727s
Inferrence batch: 194, total_time: 5.046218s, time: 0.029802s
Inferrence batch: 195, total_time: 5.075961s, time: 0.029743s
Inferrence batch: 196, total_time: 5.105629s, time: 0.029668s
Inferrence batch: 197, total_time: 5.131222s, time: 0.025593s
Inferrence batch: 198, total_time: 5.156715s, time: 0.025494s
Inferrence batch: 199, total_time: 5.184867s, time: 0.028151s
Inferrence batch: 200, total_time: 5.214661s, time: 0.029794s
Inferrence batch: 201, total_time: 5.244361s, time: 0.029700s
Inferrence batch: 202, total_time: 5.270070s, time: 0.025709s
Inferrence batch: 203, total_time: 5.295582s, time: 0.025512s
Inferrence batch: 204, total_time: 5.321203s, time: 0.025620s
Inferrence batch: 205, total_time: 5.347605s, time: 0.026402s
Inferrence batch: 206, total_time: 5.373636s, time: 0.026032s
Inferrence batch: 207, total_time: 5.399612s, time: 0.025975s
Inferrence batch: 208, total_time: 5.425174s, time: 0.025562s
Inferrence batch: 209, total_time: 5.450654s, time: 0.025480s
Inferrence batch: 210, total_time: 5.476185s, time: 0.025531s
Inferrence batch: 211, total_time: 5.501806s, time: 0.025620s
Inferrence batch: 212, total_time: 5.527457s, time: 0.025651s
Inferrence batch: 213, total_time: 5.553100s, time: 0.025643s
Inferrence batch: 214, total_time: 5.578357s, time: 0.025257s
Inferrence batch: 215, total_time: 5.603663s, time: 0.025305s
Inferrence batch: 216, total_time: 5.629289s, time: 0.025626s
Inferrence batch: 217, total_time: 5.654867s, time: 0.025578s
Inferrence batch: 218, total_time: 5.680313s, time: 0.025446s
Inferrence batch: 219, total_time: 5.705823s, time: 0.025510s
Inferrence batch: 220, total_time: 5.731475s, time: 0.025652s
Inferrence batch: 221, total_time: 5.756984s, time: 0.025510s
Inferrence batch: 222, total_time: 5.782451s, time: 0.025466s
Inferrence batch: 223, total_time: 5.808080s, time: 0.025630s
Inferrence batch: 224, total_time: 5.833535s, time: 0.025454s
Inferrence batch: 225, total_time: 5.858596s, time: 0.025061s
Inferrence batch: 226, total_time: 5.883788s, time: 0.025192s
Inferrence batch: 227, total_time: 5.909246s, time: 0.025458s
Inferrence batch: 228, total_time: 5.934833s, time: 0.025587s
Inferrence batch: 229, total_time: 5.959694s, time: 0.024861s
Inferrence batch: 230, total_time: 5.985115s, time: 0.025421s
Inferrence batch: 231, total_time: 6.009980s, time: 0.024864s
Inferrence batch: 232, total_time: 6.035541s, time: 0.025561s
Inferrence batch: 233, total_time: 6.061356s, time: 0.025815s
Inferrence batch: 234, total_time: 6.086890s, time: 0.025535s
Inferrence batch: 235, total_time: 6.112689s, time: 0.025799s
Inferrence batch: 236, total_time: 6.138275s, time: 0.025586s
Inferrence batch: 237, total_time: 6.163120s, time: 0.024845s
Inferrence batch: 238, total_time: 6.188309s, time: 0.025189s
Inferrence batch: 239, total_time: 6.213643s, time: 0.025333s
Inferrence batch: 240, total_time: 6.238894s, time: 0.025251s
Inferrence batch: 241, total_time: 6.264099s, time: 0.025205s
Inferrence batch: 242, total_time: 6.289570s, time: 0.025471s
Inferrence batch: 243, total_time: 6.315148s, time: 0.025577s
Inferrence batch: 244, total_time: 6.340803s, time: 0.025656s
Inferrence batch: 245, total_time: 6.366320s, time: 0.025516s
Inferrence batch: 246, total_time: 6.392027s, time: 0.025708s
Inferrence batch: 247, total_time: 6.417243s, time: 0.025216s
Inferrence batch: 248, total_time: 6.442850s, time: 0.025607s
Inferrence batch: 249, total_time: 6.468387s, time: 0.025536s
Inferrence batch: 250, total_time: 6.493289s, time: 0.024902s
Inferrence batch: 251, total_time: 6.518729s, time: 0.025440s
Inferrence batch: 252, total_time: 6.543274s, time: 0.024545s
Inferrence batch: 253, total_time: 6.568956s, time: 0.025682s
Inferrence batch: 254, total_time: 6.594146s, time: 0.025189s
Inferrence batch: 255, total_time: 6.619258s, time: 0.025112s
Inferrence batch: 256, total_time: 6.644753s, time: 0.025495s
Inferrence batch: 257, total_time: 6.670025s, time: 0.025273s
Inferrence batch: 258, total_time: 6.695074s, time: 0.025048s
Inferrence batch: 259, total_time: 6.720496s, time: 0.025423s
Inferrence batch: 260, total_time: 6.745865s, time: 0.025368s
Inferrence batch: 261, total_time: 6.771191s, time: 0.025326s
Inferrence batch: 262, total_time: 6.796503s, time: 0.025311s
Inferrence batch: 263, total_time: 6.821755s, time: 0.025252s
Inferrence batch: 264, total_time: 6.847082s, time: 0.025327s
Inferrence batch: 265, total_time: 6.872410s, time: 0.025327s
Inferrence batch: 266, total_time: 6.897608s, time: 0.025198s
Inferrence batch: 267, total_time: 6.922589s, time: 0.024981s
Inferrence batch: 268, total_time: 6.947845s, time: 0.025255s
Inferrence batch: 269, total_time: 6.972734s, time: 0.024889s
Inferrence batch: 270, total_time: 6.997407s, time: 0.024673s
Inferrence batch: 271, total_time: 7.022165s, time: 0.024758s
Inferrence batch: 272, total_time: 7.047200s, time: 0.025035s
Inferrence batch: 273, total_time: 7.071922s, time: 0.024722s
Inferrence batch: 274, total_time: 7.096947s, time: 0.025026s
Inferrence batch: 275, total_time: 7.122092s, time: 0.025144s
Inferrence batch: 276, total_time: 7.147230s, time: 0.025139s
Inferrence batch: 277, total_time: 7.172422s, time: 0.025192s
Inferrence batch: 278, total_time: 7.197641s, time: 0.025219s
Inferrence batch: 279, total_time: 7.222965s, time: 0.025325s
Inferrence batch: 280, total_time: 7.248280s, time: 0.025314s
Inferrence batch: 281, total_time: 7.273616s, time: 0.025337s
Inferrence batch: 282, total_time: 7.299500s, time: 0.025884s
Inferrence batch: 283, total_time: 7.324933s, time: 0.025433s
Inferrence batch: 284, total_time: 7.350297s, time: 0.025364s
Inferrence batch: 285, total_time: 7.380199s, time: 0.029902s
Inferrence batch: 286, total_time: 7.409504s, time: 0.029305s
Inferrence batch: 287, total_time: 7.435406s, time: 0.025902s
Inferrence batch: 288, total_time: 7.460907s, time: 0.025501s
Inferrence batch: 289, total_time: 7.488428s, time: 0.027521s
Inferrence batch: 290, total_time: 7.518342s, time: 0.029914s
Inferrence batch: 291, total_time: 7.548844s, time: 0.030502s
Inferrence batch: 292, total_time: 7.578818s, time: 0.029974s
Inferrence batch: 293, total_time: 7.608595s, time: 0.029778s
Inferrence batch: 294, total_time: 7.638453s, time: 0.029857s
Inferrence batch: 295, total_time: 7.668303s, time: 0.029850s
Inferrence batch: 296, total_time: 7.694208s, time: 0.025905s
Inferrence batch: 297, total_time: 7.723961s, time: 0.029753s
Inferrence batch: 298, total_time: 7.753807s, time: 0.029845s
Inferrence batch: 299, total_time: 7.785100s, time: 0.031293s
Inferrence batch: 300, total_time: 7.814817s, time: 0.029717s
Inferrence batch: 301, total_time: 7.841627s, time: 0.026810s
Inferrence batch: 302, total_time: 7.870658s, time: 0.029032s
Inferrence batch: 303, total_time: 7.900501s, time: 0.029843s
Inferrence batch: 304, total_time: 7.930349s, time: 0.029847s
Inferrence batch: 305, total_time: 7.960217s, time: 0.029868s
Inferrence batch: 306, total_time: 7.988846s, time: 0.028629s
Inferrence batch: 307, total_time: 8.015138s, time: 0.026292s
Inferrence batch: 308, total_time: 8.045233s, time: 0.030095s
Inferrence batch: 309, total_time: 8.075118s, time: 0.029885s
Inferrence batch: 310, total_time: 8.105541s, time: 0.030423s
Inferrence batch: 311, total_time: 8.135489s, time: 0.029948s
Inferrence batch: 312, total_time: 8.162080s, time: 0.026591s
Inferrence batch: 313, total_time: 8.187775s, time: 0.025695s
Inferrence batch: 314, total_time: 8.216822s, time: 0.029046s
Inferrence batch: 315, total_time: 8.246521s, time: 0.029699s
Inferrence batch: 316, total_time: 8.271876s, time: 0.025355s
Inferrence batch: 317, total_time: 8.297561s, time: 0.025685s
Inferrence batch: 318, total_time: 8.323262s, time: 0.025702s
Inferrence batch: 319, total_time: 8.348994s, time: 0.025732s
Inferrence batch: 320, total_time: 8.374881s, time: 0.025887s
Inferrence batch: 321, total_time: 8.400697s, time: 0.025816s
Inferrence batch: 322, total_time: 8.426524s, time: 0.025828s
Inferrence batch: 323, total_time: 8.452553s, time: 0.026029s
Inferrence batch: 324, total_time: 8.478374s, time: 0.025821s
Inferrence batch: 325, total_time: 8.504228s, time: 0.025854s
Inferrence batch: 326, total_time: 8.530197s, time: 0.025969s
Inferrence batch: 327, total_time: 8.556334s, time: 0.026137s
Inferrence batch: 328, total_time: 8.582398s, time: 0.026064s
Inferrence batch: 329, total_time: 8.608573s, time: 0.026175s
Inferrence batch: 330, total_time: 8.634438s, time: 0.025865s
Inferrence batch: 331, total_time: 8.660293s, time: 0.025855s
Inferrence batch: 332, total_time: 8.686113s, time: 0.025820s
Inferrence batch: 333, total_time: 8.711983s, time: 0.025870s
Inferrence batch: 334, total_time: 8.737853s, time: 0.025870s
Inferrence batch: 335, total_time: 8.763719s, time: 0.025866s
Inferrence batch: 336, total_time: 8.789518s, time: 0.025799s
Inferrence batch: 337, total_time: 8.815441s, time: 0.025923s
Inferrence batch: 338, total_time: 8.841306s, time: 0.025865s
Inferrence batch: 339, total_time: 8.867209s, time: 0.025903s
Inferrence batch: 340, total_time: 8.893111s, time: 0.025903s
Inferrence batch: 341, total_time: 8.918987s, time: 0.025875s
Inferrence batch: 342, total_time: 8.944792s, time: 0.025805s
Inferrence batch: 343, total_time: 8.970574s, time: 0.025783s
Inferrence batch: 344, total_time: 8.996297s, time: 0.025723s
Inferrence batch: 345, total_time: 9.021588s, time: 0.025291s
Inferrence batch: 346, total_time: 9.047265s, time: 0.025677s
Inferrence batch: 347, total_time: 9.072496s, time: 0.025231s
Inferrence batch: 348, total_time: 9.098016s, time: 0.025520s
Inferrence batch: 349, total_time: 9.123459s, time: 0.025443s
Inferrence batch: 350, total_time: 9.149563s, time: 0.026104s
Inferrence batch: 351, total_time: 9.175075s, time: 0.025512s
Inferrence batch: 352, total_time: 9.201117s, time: 0.026042s
Inferrence batch: 353, total_time: 9.227041s, time: 0.025925s
Inferrence batch: 354, total_time: 9.252995s, time: 0.025954s
Inferrence batch: 355, total_time: 9.278908s, time: 0.025912s
Inferrence batch: 356, total_time: 9.305355s, time: 0.026447s
Inferrence batch: 357, total_time: 9.331314s, time: 0.025959s
Inferrence batch: 358, total_time: 9.357462s, time: 0.026148s
Inferrence batch: 359, total_time: 9.383298s, time: 0.025836s
Inferrence batch: 360, total_time: 9.408624s, time: 0.025326s
Inferrence batch: 361, total_time: 9.434361s, time: 0.025738s
Inferrence batch: 362, total_time: 9.461016s, time: 0.026654s
Inferrence batch: 363, total_time: 9.486967s, time: 0.025951s
Inferrence batch: 364, total_time: 9.512887s, time: 0.025920s
Inferrence batch: 365, total_time: 9.538662s, time: 0.025775s
Inferrence batch: 366, total_time: 9.564471s, time: 0.025810s
Inferrence batch: 367, total_time: 9.590342s, time: 0.025871s
Inferrence batch: 368, total_time: 9.616265s, time: 0.025923s
Inferrence batch: 369, total_time: 9.642268s, time: 0.026003s
Inferrence batch: 370, total_time: 9.667771s, time: 0.025503s
Inferrence batch: 371, total_time: 9.693648s, time: 0.025877s
Inferrence batch: 372, total_time: 9.719602s, time: 0.025954s
Inferrence batch: 373, total_time: 9.745152s, time: 0.025550s
Inferrence batch: 374, total_time: 9.770922s, time: 0.025770s
Inferrence batch: 375, total_time: 9.796288s, time: 0.025366s
Inferrence batch: 376, total_time: 9.821651s, time: 0.025362s
Inferrence batch: 377, total_time: 9.846995s, time: 0.025344s
Inferrence batch: 378, total_time: 9.872576s, time: 0.025581s
Inferrence batch: 379, total_time: 9.897995s, time: 0.025419s
Inferrence batch: 380, total_time: 9.923625s, time: 0.025630s
Inferrence batch: 381, total_time: 9.949205s, time: 0.025581s
Inferrence batch: 382, total_time: 9.975044s, time: 0.025838s
Inferrence batch: 383, total_time: 10.000652s, time: 0.025608s
Inferrence batch: 384, total_time: 10.026535s, time: 0.025883s
Inferrence batch: 385, total_time: 10.052328s, time: 0.025794s
Inferrence batch: 386, total_time: 10.078223s, time: 0.025894s
Inferrence batch: 387, total_time: 10.104081s, time: 0.025859s
Inferrence batch: 388, total_time: 10.129890s, time: 0.025809s
Inferrence batch: 389, total_time: 10.156486s, time: 0.026597s
Inferrence batch: 390, total_time: 10.182429s, time: 0.025943s
Inferrence batch: 391, total_time: 10.208355s, time: 0.025926s
Inferrence batch: 392, total_time: 10.234181s, time: 0.025826s
Inferrence batch: 393, total_time: 10.260330s, time: 0.026149s
Inferrence batch: 394, total_time: 10.286273s, time: 0.025943s
Inferrence batch: 395, total_time: 10.312212s, time: 0.025939s
Inferrence batch: 396, total_time: 10.338055s, time: 0.025843s
Inferrence batch: 397, total_time: 10.363865s, time: 0.025810s
Inferrence batch: 398, total_time: 10.389777s, time: 0.025912s
Inferrence batch: 399, total_time: 10.415537s, time: 0.025760s
Inferrence batch: 400, total_time: 10.441175s, time: 0.025638s
Inferrence batch: 401, total_time: 10.467239s, time: 0.026064s
Inferrence batch: 402, total_time: 10.492815s, time: 0.025576s
Inferrence batch: 403, total_time: 10.518343s, time: 0.025529s
Inferrence batch: 404, total_time: 10.543862s, time: 0.025518s
Inferrence batch: 405, total_time: 10.569328s, time: 0.025466s
Inferrence batch: 406, total_time: 10.594723s, time: 0.025395s
Inferrence batch: 407, total_time: 10.620093s, time: 0.025370s
Inferrence batch: 408, total_time: 10.645793s, time: 0.025701s
Inferrence batch: 409, total_time: 10.671160s, time: 0.025367s
Inferrence batch: 410, total_time: 10.696958s, time: 0.025798s
Inferrence batch: 411, total_time: 10.722526s, time: 0.025568s
Inferrence batch: 412, total_time: 10.748229s, time: 0.025703s
Inferrence batch: 413, total_time: 10.774155s, time: 0.025926s
Inferrence batch: 414, total_time: 10.799998s, time: 0.025843s
Inferrence batch: 415, total_time: 10.825877s, time: 0.025879s
Inferrence batch: 416, total_time: 10.851749s, time: 0.025872s
Inferrence batch: 417, total_time: 10.877243s, time: 0.025494s
Inferrence batch: 418, total_time: 10.903156s, time: 0.025912s
Inferrence batch: 419, total_time: 10.929139s, time: 0.025984s
Inferrence batch: 420, total_time: 10.954707s, time: 0.025568s
Inferrence batch: 421, total_time: 10.980409s, time: 0.025702s
Inferrence batch: 422, total_time: 11.006146s, time: 0.025738s
Inferrence batch: 423, total_time: 11.031955s, time: 0.025809s
Inferrence batch: 424, total_time: 11.057903s, time: 0.025948s
Inferrence batch: 425, total_time: 11.083880s, time: 0.025977s
Inferrence batch: 426, total_time: 11.109875s, time: 0.025995s
Inferrence batch: 427, total_time: 11.135597s, time: 0.025722s
Inferrence batch: 428, total_time: 11.161185s, time: 0.025589s
Inferrence batch: 429, total_time: 11.186694s, time: 0.025509s
Inferrence batch: 430, total_time: 11.212260s, time: 0.025566s
Inferrence batch: 431, total_time: 11.238057s, time: 0.025796s
Inferrence batch: 432, total_time: 11.263433s, time: 0.025376s
Inferrence batch: 433, total_time: 11.288856s, time: 0.025423s
Inferrence batch: 434, total_time: 11.314194s, time: 0.025338s
Inferrence batch: 435, total_time: 11.339625s, time: 0.025431s
Inferrence batch: 436, total_time: 11.365205s, time: 0.025580s
Inferrence batch: 437, total_time: 11.390393s, time: 0.025188s
Inferrence batch: 438, total_time: 11.415708s, time: 0.025315s
Inferrence batch: 439, total_time: 11.441093s, time: 0.025385s
Inferrence batch: 440, total_time: 11.466720s, time: 0.025627s
Inferrence batch: 441, total_time: 11.492497s, time: 0.025777s
Inferrence batch: 442, total_time: 11.518194s, time: 0.025696s
Inferrence batch: 443, total_time: 11.543952s, time: 0.025759s
Inferrence batch: 444, total_time: 11.585550s, time: 0.041598s
Inferrence batch: 445, total_time: 11.611295s, time: 0.025745s
Inferrence batch: 446, total_time: 11.636839s, time: 0.025545s
Inferrence batch: 447, total_time: 11.662466s, time: 0.025627s
Inferrence batch: 448, total_time: 11.688234s, time: 0.025768s
Inferrence batch: 449, total_time: 11.713860s, time: 0.025626s
