Inferrence batch: 0, total_time: 0.033579s, time: 0.033579s
Inferrence batch: 53, total_time: 1.410960s, time: 0.025988s
Inferrence batch: 54, total_time: 1.436888s, time: 0.025928s
Inferrence batch: 55, total_time: 1.462600s, time: 0.025712s
Inferrence batch: 56, total_time: 1.488416s, time: 0.025816s
Inferrence batch: 57, total_time: 1.515256s, time: 0.026839s
Inferrence batch: 58, total_time: 1.541657s, time: 0.026401s
Inferrence batch: 59, total_time: 1.567615s, time: 0.025958s
Inferrence batch: 60, total_time: 1.593647s, time: 0.026032s
Inferrence batch: 61, total_time: 1.619573s, time: 0.025926s
Inferrence batch: 62, total_time: 1.645355s, time: 0.025782s
Inferrence batch: 63, total_time: 1.671837s, time: 0.026482s
Inferrence batch: 64, total_time: 1.697684s, time: 0.025847s
Inferrence batch: 65, total_time: 1.724060s, time: 0.026376s
Inferrence batch: 66, total_time: 1.750472s, time: 0.026412s
Inferrence batch: 67, total_time: 1.776711s, time: 0.026238s
Inferrence batch: 68, total_time: 1.803081s, time: 0.026370s
Inferrence batch: 69, total_time: 1.833095s, time: 0.030014s
Inferrence batch: 70, total_time: 1.859592s, time: 0.026497s
Inferrence batch: 71, total_time: 1.886040s, time: 0.026448s
Inferrence batch: 72, total_time: 1.912515s, time: 0.026475s
Inferrence batch: 73, total_time: 1.940866s, time: 0.028351s
Inferrence batch: 74, total_time: 1.970799s, time: 0.029933s
Inferrence batch: 75, total_time: 2.001385s, time: 0.030586s
Inferrence batch: 76, total_time: 2.031888s, time: 0.030502s
Inferrence batch: 77, total_time: 2.062603s, time: 0.030716s
Inferrence batch: 78, total_time: 2.093212s, time: 0.030609s
Inferrence batch: 79, total_time: 2.123775s, time: 0.030563s
Inferrence batch: 80, total_time: 2.154266s, time: 0.030491s
Inferrence batch: 81, total_time: 2.184944s, time: 0.030679s
Inferrence batch: 82, total_time: 2.215509s, time: 0.030565s
Inferrence batch: 83, total_time: 2.243754s, time: 0.028244s
Inferrence batch: 84, total_time: 2.269835s, time: 0.026082s
Inferrence batch: 85, total_time: 2.295966s, time: 0.026130s
Inferrence batch: 86, total_time: 2.322294s, time: 0.026329s
Inferrence batch: 87, total_time: 2.350570s, time: 0.028276s
Inferrence batch: 88, total_time: 2.380447s, time: 0.029876s
Inferrence batch: 89, total_time: 2.410855s, time: 0.030408s
Inferrence batch: 90, total_time: 2.441343s, time: 0.030488s
Inferrence batch: 91, total_time: 2.471873s, time: 0.030529s
Inferrence batch: 92, total_time: 2.502218s, time: 0.030346s
Inferrence batch: 93, total_time: 2.532091s, time: 0.029873s
Inferrence batch: 94, total_time: 2.562484s, time: 0.030392s
Inferrence batch: 95, total_time: 2.590648s, time: 0.028165s
Inferrence batch: 96, total_time: 2.616483s, time: 0.025835s
Inferrence batch: 97, total_time: 2.642517s, time: 0.026033s
Inferrence batch: 98, total_time: 2.671798s, time: 0.029281s
Inferrence batch: 99, total_time: 2.702653s, time: 0.030855s
Inferrence batch: 100, total_time: 2.733460s, time: 0.030807s
Inferrence batch: 101, total_time: 2.764337s, time: 0.030877s
Inferrence batch: 102, total_time: 2.794777s, time: 0.030440s
Inferrence batch: 103, total_time: 2.825672s, time: 0.030895s
Inferrence batch: 104, total_time: 2.854215s, time: 0.028543s
Inferrence batch: 105, total_time: 2.880079s, time: 0.025863s
Inferrence batch: 106, total_time: 2.908699s, time: 0.028620s
Inferrence batch: 107, total_time: 2.938982s, time: 0.030283s
Inferrence batch: 108, total_time: 2.965021s, time: 0.026038s
Inferrence batch: 109, total_time: 2.995476s, time: 0.030455s
Inferrence batch: 110, total_time: 3.025799s, time: 0.030323s
Inferrence batch: 111, total_time: 3.055871s, time: 0.030072s
Inferrence batch: 112, total_time: 3.086011s, time: 0.030140s
Inferrence batch: 113, total_time: 3.114148s, time: 0.028137s
Inferrence batch: 114, total_time: 3.140037s, time: 0.025889s
Inferrence batch: 115, total_time: 3.165884s, time: 0.025847s
Inferrence batch: 116, total_time: 3.191689s, time: 0.025804s
Inferrence batch: 117, total_time: 3.219170s, time: 0.027482s
Inferrence batch: 118, total_time: 3.249352s, time: 0.030181s
Inferrence batch: 119, total_time: 3.278986s, time: 0.029634s
Inferrence batch: 120, total_time: 3.309168s, time: 0.030183s
Inferrence batch: 121, total_time: 3.338812s, time: 0.029644s
Inferrence batch: 122, total_time: 3.363857s, time: 0.025045s
Inferrence batch: 123, total_time: 3.388846s, time: 0.024990s
Inferrence batch: 124, total_time: 3.414264s, time: 0.025418s
Inferrence batch: 125, total_time: 3.439415s, time: 0.025151s
Inferrence batch: 126, total_time: 3.464916s, time: 0.025501s
Inferrence batch: 127, total_time: 3.490006s, time: 0.025091s
Inferrence batch: 128, total_time: 3.515371s, time: 0.025364s
Inferrence batch: 129, total_time: 3.540816s, time: 0.025445s
Inferrence batch: 130, total_time: 3.566295s, time: 0.025479s
Inferrence batch: 131, total_time: 3.592163s, time: 0.025868s
Inferrence batch: 132, total_time: 3.617415s, time: 0.025252s
Inferrence batch: 133, total_time: 3.642996s, time: 0.025580s
Inferrence batch: 134, total_time: 3.668433s, time: 0.025438s
Inferrence batch: 135, total_time: 3.693852s, time: 0.025419s
Inferrence batch: 136, total_time: 3.719364s, time: 0.025512s
Inferrence batch: 137, total_time: 3.745256s, time: 0.025892s
Inferrence batch: 138, total_time: 3.770971s, time: 0.025715s
Inferrence batch: 139, total_time: 3.796798s, time: 0.025827s
Inferrence batch: 140, total_time: 3.822354s, time: 0.025556s
Inferrence batch: 141, total_time: 3.848036s, time: 0.025682s
Inferrence batch: 142, total_time: 3.873559s, time: 0.025523s
Inferrence batch: 143, total_time: 3.899109s, time: 0.025549s
Inferrence batch: 144, total_time: 3.924706s, time: 0.025598s
Inferrence batch: 145, total_time: 3.950089s, time: 0.025383s
Inferrence batch: 146, total_time: 3.975448s, time: 0.025359s
Inferrence batch: 147, total_time: 4.000825s, time: 0.025377s
Inferrence batch: 148, total_time: 4.026117s, time: 0.025292s
Inferrence batch: 149, total_time: 4.051459s, time: 0.025342s
Inferrence batch: 150, total_time: 4.076965s, time: 0.025507s
Inferrence batch: 151, total_time: 4.102311s, time: 0.025345s
Inferrence batch: 152, total_time: 4.127643s, time: 0.025332s
Inferrence batch: 153, total_time: 4.153169s, time: 0.025527s
Inferrence batch: 154, total_time: 4.179139s, time: 0.025970s
Inferrence batch: 155, total_time: 4.205308s, time: 0.026169s
Inferrence batch: 156, total_time: 4.231021s, time: 0.025712s
Inferrence batch: 157, total_time: 4.256817s, time: 0.025797s
Inferrence batch: 158, total_time: 4.282517s, time: 0.025700s
Inferrence batch: 159, total_time: 4.308246s, time: 0.025728s
Inferrence batch: 160, total_time: 4.334090s, time: 0.025845s
Inferrence batch: 161, total_time: 4.360094s, time: 0.026003s
Inferrence batch: 162, total_time: 4.386524s, time: 0.026430s
Inferrence batch: 163, total_time: 4.412321s, time: 0.025797s
Inferrence batch: 164, total_time: 4.438187s, time: 0.025866s
Inferrence batch: 165, total_time: 4.464606s, time: 0.026419s
Inferrence batch: 166, total_time: 4.490600s, time: 0.025994s
Inferrence batch: 167, total_time: 4.516746s, time: 0.026146s
Inferrence batch: 168, total_time: 4.543189s, time: 0.026443s
Inferrence batch: 169, total_time: 4.569589s, time: 0.026400s
Inferrence batch: 170, total_time: 4.595814s, time: 0.026224s
Inferrence batch: 171, total_time: 4.621796s, time: 0.025982s
Inferrence batch: 172, total_time: 4.647556s, time: 0.025760s
Inferrence batch: 173, total_time: 4.673315s, time: 0.025759s
Inferrence batch: 174, total_time: 4.699086s, time: 0.025771s
Inferrence batch: 175, total_time: 4.724128s, time: 0.025041s
Inferrence batch: 176, total_time: 4.749540s, time: 0.025412s
Inferrence batch: 177, total_time: 4.775296s, time: 0.025756s
Inferrence batch: 178, total_time: 4.801102s, time: 0.025806s
Inferrence batch: 179, total_time: 4.826858s, time: 0.025756s
Inferrence batch: 180, total_time: 4.852170s, time: 0.025311s
Inferrence batch: 181, total_time: 4.878188s, time: 0.026018s
Inferrence batch: 182, total_time: 4.904029s, time: 0.025841s
Inferrence batch: 183, total_time: 4.933333s, time: 0.029304s
Inferrence batch: 184, total_time: 4.962129s, time: 0.028796s
Inferrence batch: 185, total_time: 4.990872s, time: 0.028743s
Inferrence batch: 186, total_time: 5.019655s, time: 0.028784s
Inferrence batch: 187, total_time: 5.048509s, time: 0.028853s
Inferrence batch: 188, total_time: 5.076847s, time: 0.028338s
Inferrence batch: 189, total_time: 5.102746s, time: 0.025900s
Inferrence batch: 190, total_time: 5.128515s, time: 0.025768s
Inferrence batch: 191, total_time: 5.154221s, time: 0.025707s
Inferrence batch: 192, total_time: 5.180246s, time: 0.026025s
Inferrence batch: 193, total_time: 5.206378s, time: 0.026132s
Inferrence batch: 194, total_time: 5.232516s, time: 0.026137s
Inferrence batch: 195, total_time: 5.258573s, time: 0.026058s
Inferrence batch: 196, total_time: 5.284354s, time: 0.025781s
Inferrence batch: 197, total_time: 5.310224s, time: 0.025870s
Inferrence batch: 198, total_time: 5.338870s, time: 0.028646s
Inferrence batch: 199, total_time: 5.364720s, time: 0.025850s
Inferrence batch: 200, total_time: 5.390383s, time: 0.025664s
Inferrence batch: 201, total_time: 5.416243s, time: 0.025860s
Inferrence batch: 202, total_time: 5.442157s, time: 0.025913s
Inferrence batch: 203, total_time: 5.467983s, time: 0.025826s
Inferrence batch: 204, total_time: 5.500202s, time: 0.032219s
Inferrence batch: 205, total_time: 5.525594s, time: 0.025392s
Inferrence batch: 206, total_time: 5.551255s, time: 0.025661s
Inferrence batch: 207, total_time: 5.579057s, time: 0.027802s
Inferrence batch: 208, total_time: 5.604156s, time: 0.025099s
Inferrence batch: 209, total_time: 5.629313s, time: 0.025158s
Inferrence batch: 210, total_time: 5.654357s, time: 0.025043s
Inferrence batch: 211, total_time: 5.679891s, time: 0.025535s
Inferrence batch: 212, total_time: 5.704963s, time: 0.025072s
Inferrence batch: 213, total_time: 5.730506s, time: 0.025543s
Inferrence batch: 214, total_time: 5.755776s, time: 0.025271s
Inferrence batch: 215, total_time: 5.781291s, time: 0.025515s
Inferrence batch: 216, total_time: 5.944372s, time: 0.163081s
Inferrence batch: 217, total_time: 5.970001s, time: 0.025628s
Inferrence batch: 218, total_time: 5.995632s, time: 0.025631s
Inferrence batch: 219, total_time: 6.021430s, time: 0.025798s
Inferrence batch: 220, total_time: 6.047227s, time: 0.025797s
Inferrence batch: 221, total_time: 6.073095s, time: 0.025868s
Inferrence batch: 222, total_time: 6.098756s, time: 0.025662s
Inferrence batch: 223, total_time: 6.124366s, time: 0.025609s
Inferrence batch: 224, total_time: 6.150049s, time: 0.025683s
Inferrence batch: 225, total_time: 6.175688s, time: 0.025640s
Inferrence batch: 226, total_time: 6.201241s, time: 0.025553s
Inferrence batch: 227, total_time: 6.226792s, time: 0.025551s
Inferrence batch: 228, total_time: 6.252518s, time: 0.025726s
Inferrence batch: 229, total_time: 6.278010s, time: 0.025493s
Inferrence batch: 230, total_time: 6.303690s, time: 0.025680s
Inferrence batch: 231, total_time: 6.329468s, time: 0.025778s
Inferrence batch: 232, total_time: 6.355180s, time: 0.025712s
Inferrence batch: 233, total_time: 6.380681s, time: 0.025501s
Inferrence batch: 234, total_time: 6.406147s, time: 0.025466s
Inferrence batch: 235, total_time: 6.431512s, time: 0.025364s
Inferrence batch: 236, total_time: 6.456971s, time: 0.025459s
Inferrence batch: 237, total_time: 6.482380s, time: 0.025409s
Inferrence batch: 238, total_time: 6.507782s, time: 0.025402s
Inferrence batch: 239, total_time: 6.533083s, time: 0.025301s
Inferrence batch: 240, total_time: 6.558511s, time: 0.025427s
Inferrence batch: 241, total_time: 6.583521s, time: 0.025011s
Inferrence batch: 242, total_time: 6.608686s, time: 0.025165s
Inferrence batch: 243, total_time: 6.634057s, time: 0.025370s
Inferrence batch: 244, total_time: 6.659372s, time: 0.025315s
Inferrence batch: 245, total_time: 6.684572s, time: 0.025200s
Inferrence batch: 246, total_time: 6.710091s, time: 0.025519s
Inferrence batch: 247, total_time: 6.735560s, time: 0.025470s
Inferrence batch: 248, total_time: 6.761153s, time: 0.025593s
Inferrence batch: 249, total_time: 6.786839s, time: 0.025685s
Inferrence batch: 250, total_time: 6.812586s, time: 0.025748s
Inferrence batch: 251, total_time: 6.837929s, time: 0.025343s
Inferrence batch: 252, total_time: 6.870249s, time: 0.032320s
Inferrence batch: 253, total_time: 6.895545s, time: 0.025296s
Inferrence batch: 254, total_time: 6.920848s, time: 0.025303s
Inferrence batch: 255, total_time: 6.945992s, time: 0.025144s
Inferrence batch: 256, total_time: 6.971383s, time: 0.025391s
Inferrence batch: 257, total_time: 6.996488s, time: 0.025105s
Inferrence batch: 258, total_time: 7.022576s, time: 0.026088s
Inferrence batch: 259, total_time: 7.048173s, time: 0.025597s
Inferrence batch: 260, total_time: 7.074307s, time: 0.026134s
Inferrence batch: 261, total_time: 7.099512s, time: 0.025204s
Inferrence batch: 262, total_time: 7.125022s, time: 0.025510s
Inferrence batch: 263, total_time: 7.150326s, time: 0.025304s
Inferrence batch: 264, total_time: 7.175933s, time: 0.025607s
Inferrence batch: 265, total_time: 7.201217s, time: 0.025285s
Inferrence batch: 266, total_time: 7.226549s, time: 0.025332s
Inferrence batch: 267, total_time: 7.251775s, time: 0.025225s
Inferrence batch: 268, total_time: 7.277205s, time: 0.025430s
Inferrence batch: 269, total_time: 7.302228s, time: 0.025023s
Inferrence batch: 270, total_time: 7.327519s, time: 0.025291s
Inferrence batch: 271, total_time: 7.352556s, time: 0.025037s
Inferrence batch: 272, total_time: 7.377914s, time: 0.025357s
Inferrence batch: 273, total_time: 7.403416s, time: 0.025502s
Inferrence batch: 274, total_time: 7.428670s, time: 0.025254s
Inferrence batch: 275, total_time: 7.453863s, time: 0.025193s
Inferrence batch: 276, total_time: 7.479171s, time: 0.025308s
Inferrence batch: 277, total_time: 7.504806s, time: 0.025635s
Inferrence batch: 278, total_time: 7.530464s, time: 0.025658s
Inferrence batch: 279, total_time: 7.555724s, time: 0.025260s
Inferrence batch: 280, total_time: 7.581286s, time: 0.025562s
Inferrence batch: 281, total_time: 7.606954s, time: 0.025669s
Inferrence batch: 282, total_time: 7.632508s, time: 0.025554s
Inferrence batch: 283, total_time: 7.657669s, time: 0.025161s
Inferrence batch: 284, total_time: 7.682833s, time: 0.025164s
Inferrence batch: 285, total_time: 7.708283s, time: 0.025450s
Inferrence batch: 286, total_time: 7.733338s, time: 0.025055s
Inferrence batch: 287, total_time: 7.758759s, time: 0.025421s
Inferrence batch: 288, total_time: 7.784262s, time: 0.025502s
Inferrence batch: 289, total_time: 7.809835s, time: 0.025573s
Inferrence batch: 290, total_time: 7.835256s, time: 0.025421s
Inferrence batch: 291, total_time: 7.860744s, time: 0.025488s
Inferrence batch: 292, total_time: 7.886284s, time: 0.025540s
Inferrence batch: 293, total_time: 7.912029s, time: 0.025745s
Inferrence batch: 294, total_time: 7.937711s, time: 0.025682s
Inferrence batch: 295, total_time: 7.963097s, time: 0.025386s
Inferrence batch: 296, total_time: 7.988986s, time: 0.025889s
Inferrence batch: 297, total_time: 8.014413s, time: 0.025428s
Inferrence batch: 298, total_time: 8.040342s, time: 0.025928s
Inferrence batch: 299, total_time: 8.066016s, time: 0.025675s
Inferrence batch: 300, total_time: 8.091716s, time: 0.025700s
Inferrence batch: 301, total_time: 8.117465s, time: 0.025749s
Inferrence batch: 302, total_time: 8.143532s, time: 0.026067s
Inferrence batch: 303, total_time: 8.170025s, time: 0.026493s
Inferrence batch: 304, total_time: 8.196010s, time: 0.025985s
Inferrence batch: 305, total_time: 8.221968s, time: 0.025958s
Inferrence batch: 306, total_time: 8.247839s, time: 0.025871s
Inferrence batch: 307, total_time: 8.273751s, time: 0.025912s
Inferrence batch: 308, total_time: 8.299866s, time: 0.026116s
Inferrence batch: 309, total_time: 8.325565s, time: 0.025698s
Inferrence batch: 310, total_time: 8.351165s, time: 0.025600s
Inferrence batch: 311, total_time: 8.376789s, time: 0.025624s
Inferrence batch: 312, total_time: 8.402391s, time: 0.025602s
Inferrence batch: 313, total_time: 8.428061s, time: 0.025670s
Inferrence batch: 314, total_time: 8.453803s, time: 0.025742s
Inferrence batch: 315, total_time: 8.478971s, time: 0.025168s
Inferrence batch: 316, total_time: 8.504947s, time: 0.025977s
Inferrence batch: 317, total_time: 8.530587s, time: 0.025640s
Inferrence batch: 318, total_time: 8.556118s, time: 0.025531s
Inferrence batch: 319, total_time: 8.581642s, time: 0.025525s
Inferrence batch: 320, total_time: 8.607156s, time: 0.025513s
Inferrence batch: 321, total_time: 8.632688s, time: 0.025532s
Inferrence batch: 322, total_time: 8.658261s, time: 0.025573s
Inferrence batch: 323, total_time: 8.684006s, time: 0.025745s
Inferrence batch: 324, total_time: 8.709819s, time: 0.025813s
Inferrence batch: 325, total_time: 8.735605s, time: 0.025786s
Inferrence batch: 326, total_time: 8.761345s, time: 0.025740s
Inferrence batch: 327, total_time: 8.787276s, time: 0.025931s
Inferrence batch: 328, total_time: 8.813056s, time: 0.025780s
Inferrence batch: 329, total_time: 8.839003s, time: 0.025947s
Inferrence batch: 330, total_time: 8.865067s, time: 0.026064s
Inferrence batch: 331, total_time: 8.890792s, time: 0.025725s
Inferrence batch: 332, total_time: 8.916473s, time: 0.025681s
Inferrence batch: 333, total_time: 8.942245s, time: 0.025772s
Inferrence batch: 334, total_time: 8.968137s, time: 0.025892s
Inferrence batch: 335, total_time: 8.993940s, time: 0.025802s
Inferrence batch: 336, total_time: 9.019669s, time: 0.025729s
Inferrence batch: 337, total_time: 9.045598s, time: 0.025929s
Inferrence batch: 338, total_time: 9.071172s, time: 0.025574s
Inferrence batch: 339, total_time: 9.096629s, time: 0.025458s
Inferrence batch: 340, total_time: 9.124200s, time: 0.027570s
Inferrence batch: 341, total_time: 9.410146s, time: 0.285946s
Inferrence batch: 342, total_time: 9.436294s, time: 0.026149s
Inferrence batch: 343, total_time: 9.462296s, time: 0.026001s
Inferrence batch: 344, total_time: 9.488323s, time: 0.026027s
Inferrence batch: 345, total_time: 9.514012s, time: 0.025689s
Inferrence batch: 346, total_time: 9.540026s, time: 0.026014s
Inferrence batch: 347, total_time: 9.566036s, time: 0.026011s
Inferrence batch: 348, total_time: 9.592032s, time: 0.025996s
Inferrence batch: 349, total_time: 9.618040s, time: 0.026007s
Inferrence batch: 350, total_time: 9.644106s, time: 0.026067s
Inferrence batch: 351, total_time: 9.670321s, time: 0.026214s
Inferrence batch: 352, total_time: 9.696460s, time: 0.026140s
Inferrence batch: 353, total_time: 9.722812s, time: 0.026351s
Inferrence batch: 354, total_time: 9.749148s, time: 0.026336s
Inferrence batch: 355, total_time: 9.775534s, time: 0.026385s
Inferrence batch: 356, total_time: 9.801499s, time: 0.025965s
Inferrence batch: 357, total_time: 9.827443s, time: 0.025944s
Inferrence batch: 358, total_time: 9.853375s, time: 0.025932s
Inferrence batch: 359, total_time: 9.879410s, time: 0.026034s
Inferrence batch: 360, total_time: 9.905398s, time: 0.025989s
Inferrence batch: 361, total_time: 9.931504s, time: 0.026106s
Inferrence batch: 362, total_time: 9.957751s, time: 0.026247s
Inferrence batch: 363, total_time: 9.983796s, time: 0.026045s
Inferrence batch: 364, total_time: 10.009883s, time: 0.026087s
Inferrence batch: 365, total_time: 10.035865s, time: 0.025982s
Inferrence batch: 366, total_time: 10.061915s, time: 0.026050s
Inferrence batch: 367, total_time: 10.088051s, time: 0.026136s
Inferrence batch: 368, total_time: 10.114252s, time: 0.026200s
Inferrence batch: 369, total_time: 10.140190s, time: 0.025938s
Inferrence batch: 370, total_time: 10.166155s, time: 0.025965s
Inferrence batch: 371, total_time: 10.192193s, time: 0.026038s
Inferrence batch: 372, total_time: 10.218059s, time: 0.025867s
Inferrence batch: 373, total_time: 10.243874s, time: 0.025815s
Inferrence batch: 374, total_time: 10.269858s, time: 0.025984s
Inferrence batch: 375, total_time: 10.295724s, time: 0.025866s
Inferrence batch: 376, total_time: 10.321349s, time: 0.025625s
Inferrence batch: 377, total_time: 10.346798s, time: 0.025449s
Inferrence batch: 378, total_time: 10.372315s, time: 0.025517s
Inferrence batch: 379, total_time: 10.398361s, time: 0.026046s
Inferrence batch: 380, total_time: 10.423847s, time: 0.025486s
Inferrence batch: 381, total_time: 10.449767s, time: 0.025920s
Inferrence batch: 382, total_time: 10.475163s, time: 0.025396s
Inferrence batch: 383, total_time: 10.501190s, time: 0.026027s
Inferrence batch: 384, total_time: 10.527154s, time: 0.025964s
Inferrence batch: 385, total_time: 10.552857s, time: 0.025703s
Inferrence batch: 386, total_time: 10.578629s, time: 0.025771s
Inferrence batch: 387, total_time: 10.604520s, time: 0.025892s
Inferrence batch: 388, total_time: 10.630337s, time: 0.025817s
Inferrence batch: 389, total_time: 10.656256s, time: 0.025919s
Inferrence batch: 390, total_time: 10.682191s, time: 0.025934s
Inferrence batch: 391, total_time: 10.708092s, time: 0.025901s
Inferrence batch: 392, total_time: 10.733667s, time: 0.025575s
Inferrence batch: 393, total_time: 10.759217s, time: 0.025550s
Inferrence batch: 394, total_time: 10.784674s, time: 0.025458s
Inferrence batch: 395, total_time: 10.810655s, time: 0.025981s
Inferrence batch: 396, total_time: 10.836484s, time: 0.025829s
Inferrence batch: 397, total_time: 10.862220s, time: 0.025736s
Inferrence batch: 398, total_time: 10.887958s, time: 0.025737s
Inferrence batch: 399, total_time: 10.913750s, time: 0.025793s
Inferrence batch: 400, total_time: 10.939525s, time: 0.025774s
Inferrence batch: 401, total_time: 10.965416s, time: 0.025892s
Inferrence batch: 402, total_time: 10.991345s, time: 0.025929s
Inferrence batch: 403, total_time: 11.017108s, time: 0.025763s
Inferrence batch: 404, total_time: 11.042439s, time: 0.025331s
Inferrence batch: 405, total_time: 11.068182s, time: 0.025743s
Inferrence batch: 406, total_time: 11.093561s, time: 0.025379s
Inferrence batch: 407, total_time: 11.119165s, time: 0.025604s
Inferrence batch: 408, total_time: 11.144960s, time: 0.025795s
Inferrence batch: 409, total_time: 11.170508s, time: 0.025548s
Inferrence batch: 410, total_time: 11.196153s, time: 0.025645s
Inferrence batch: 411, total_time: 11.221953s, time: 0.025800s
Inferrence batch: 412, total_time: 11.247711s, time: 0.025758s
Inferrence batch: 413, total_time: 11.273558s, time: 0.025847s
Inferrence batch: 414, total_time: 11.299265s, time: 0.025707s
Inferrence batch: 415, total_time: 11.325031s, time: 0.025766s
Inferrence batch: 416, total_time: 11.350847s, time: 0.025816s
Inferrence batch: 417, total_time: 11.376704s, time: 0.025857s
Inferrence batch: 418, total_time: 11.402549s, time: 0.025844s
Inferrence batch: 419, total_time: 11.428429s, time: 0.025881s
Inferrence batch: 420, total_time: 11.453988s, time: 0.025559s
Inferrence batch: 421, total_time: 11.479789s, time: 0.025800s
Inferrence batch: 422, total_time: 11.505512s, time: 0.025723s
Inferrence batch: 423, total_time: 11.531454s, time: 0.025943s
Inferrence batch: 424, total_time: 11.557549s, time: 0.026095s
Inferrence batch: 425, total_time: 11.583528s, time: 0.025978s
Inferrence batch: 426, total_time: 11.609404s, time: 0.025876s
Inferrence batch: 427, total_time: 11.635082s, time: 0.025679s
Inferrence batch: 428, total_time: 11.660874s, time: 0.025791s
Inferrence batch: 429, total_time: 11.686648s, time: 0.025774s
Inferrence batch: 430, total_time: 11.712377s, time: 0.025729s
Inferrence batch: 431, total_time: 11.737846s, time: 0.025470s
Inferrence batch: 432, total_time: 11.763232s, time: 0.025386s
Inferrence batch: 433, total_time: 11.788587s, time: 0.025355s
Inferrence batch: 434, total_time: 11.813936s, time: 0.025349s
Inferrence batch: 435, total_time: 11.839383s, time: 0.025447s
Inferrence batch: 436, total_time: 11.864762s, time: 0.025379s
Inferrence batch: 437, total_time: 11.890169s, time: 0.025407s
Inferrence batch: 438, total_time: 11.915494s, time: 0.025325s
Inferrence batch: 439, total_time: 11.940922s, time: 0.025428s
Inferrence batch: 440, total_time: 11.966092s, time: 0.025170s
Inferrence batch: 441, total_time: 11.991343s, time: 0.025251s
Inferrence batch: 442, total_time: 12.016551s, time: 0.025208s
Inferrence batch: 443, total_time: 12.041946s, time: 0.025394s
Inferrence batch: 444, total_time: 12.067476s, time: 0.025530s
Inferrence batch: 445, total_time: 12.092904s, time: 0.025428s
Inferrence batch: 446, total_time: 12.118386s, time: 0.025481s
Inferrence batch: 447, total_time: 12.143873s, time: 0.025488s
Inferrence batch: 448, total_time: 12.169629s, time: 0.025756s
Inferrence batch: 449, total_time: 12.195572s, time: 0.025943s
